English words/sentences,French words/sentences
What Tom told you wasn't true.,Ce que vous a dit Tom n'était pas vrai.
What a beautiful woman she is!,Quelle belle femme !
What a colossal waste of time!,Quelle perte de temps colossale !
What a remarkable performance!,Quelle exécution remarquable !
What a remarkable performance!,Quelle remarquable interprétation !
What am I supposed to do next?,Qu'est-ce que je suis censé faire ensuite ?
What are we eating for dinner?,Qu'est-ce qu'on mange pour le dîner ?
What are we going to do today?,Qu'allons-nous faire aujourd'hui ?
What are we having for supper?,Qu'avons-nous à dîner?
What are you doing in my room?,Que fais-tu dans ma chambre ?
What are you doing in my room?,Que faites-vous dans ma chambre ?
What are you doing out of bed?,Que fais-tu hors du lit ?
What are you doing these days?,Que fais-tu ces temps-ci ?
What are you doing these days?,Que faites-vous ces temps-ci ?
What are you eating right now?,Que manges-tu en ce moment ?
What are you going to do next?,Que vas-tu faire ensuite ?
What are you going to do next?,Qu'allez-vous faire ensuite ?
What are you passionate about?,Qu'est-ce qui te passionne ?
What are you snickering about?,De quoi ricanez-vous ?
What are you so worried about?,Quelle inquiétude te tourmente ?
What are you still doing here?,Qu'est-ce que tu fais encore ici ?
What can I give you in return?,Qu'est-ce que je peux te donner en retour ?
What can I give you in return?,Que puis-je vous donner en retour ?
What changes should we expect?,À quels changements devrions-nous nous attendre ?
What company do you represent?,Quelle entreprise représentez-vous?
What country were you born in?,Dans quel pays es-tu né ?
What country were you born in?,Dans quel pays es-tu née ?
What country were you born in?,Dans quel pays êtes-vous né ?
What country were you born in?,Dans quel pays êtes-vous nés ?
What country were you born in?,Dans quel pays êtes-vous nées ?
What country were you born in?,Dans quel pays êtes-vous née ?
What day are you usually free?,Quel jour es-tu libre habituellement ?
What did I do to deserve this?,Qu'ai-je donc fait pour mériter ça ?
What did I do to deserve this?,Qu'ai-je donc fait pour mériter cela ?
What did Tom put into the bag?,Qu'est-ce que Tom a mis dans le sac ?
What did you do with my pants?,Qu'avez-vous fait de mon pantalon ?
What did you do with that car?,Qu'as-tu fait de cette voiture ?
What did you do with that car?,Qu'avez-vous fait de cette voiture ?
What did you drink last night?,Qu'as-tu bu la nuit dernière ?
What did you drink last night?,Qu'avez-vous bu la nuit dernière ?
What did you eat this evening?,Qu'est-ce que tu as mangé ce soir ?
What did you eat this evening?,Qu'avez-vous mangé ce soir ?
What did you expect to happen?,Qu'espérais-tu qu'il advienne ?
What did you expect to happen?,Qu'espériez-vous qu'il advienne ?
What did you say his name was?,Comment as-tu dit qu'il s'appelait ?
What did you say his name was?,Comment avez-vous dit qu'il s'appelait ?
What do you grow on your farm?,"Que cultivez-vous, dans votre ferme ?"
What do you have in your hand?,Qu'as-tu dans la main ?
What do you have in your hand?,Qu'avez-vous dans la main ?
What do you have in your hand?,Qu'as-tu dans la main ?
What do you have in your hand?,Qu'avez-vous dans la main ?
What do you have in your hand?,Qu'est-ce qu'il y a dans ta main ?
What do you hope to find here?,Qu'espères-tu trouver ici ?
What do you know about pandas?,Que savez-vous des pandas ?
What do you need a doctor for?,Pourquoi as-tu besoin d'un médecin ?
What do you need a doctor for?,Pourquoi avez vous besoin d'un médecin ?
What do you suggest that I do?,Que me conseillez-vous ?
What do you suggest that I do?,Que me conseilles-tu ?
What do you think I was doing?,Que penses-tu que j'étais en train de faire ?
What do you think of this hat?,Que penses-tu de ce chapeau ?
What do you think of this hat?,Que pensez-vous de ce chapeau ?
What do you think of this tie?,Que penses-tu de cette cravate ?
What do you think of this tie?,Que pensez-vous de cette cravate ?
What do you want me to do now?,Que voulez-vous que je fasse maintenant ?
What do you want me to do now?,Qu'est-ce que tu veux que je fasse maintenant ?
What exactly are you implying?,Qu'est-ce que tu insinues exactement ?
What exactly are you implying?,Qu'insinuez-vous exactement ?
What exactly is going on here?,Qu'est-ce qui se passe ici exactement ?
What goes around comes around.,"Qui sème le vent, récolte la tempête."
What happened can't be undone.,Ce qui a été fait ne peut pas être défait.
What happened to my furniture?,Qu'est-il arrivé à mes meubles ?
What happened was an accident.,Ce qui est arrivé était un accident.
What have I done with my keys?,Qu'est-ce que j'ai fait de mes clés ‽
What have I done with my keys?,Qu'ai-je fait de mes clés ‽
What if something gets broken?,Et si quelque chose casse ?
What is done cannot be undone.,Ce qui est fait ne peut pas être défait.
What is the depth of the lake?,Quelle est la profondeur de ce lac ?
What is the name of that bird?,Comment s'appelle cet oiseau ?
What is the name of that bird?,Comment s’appelle cet oiseau ?
What is the name of that bird?,Comment nomme-t-on cet oiseau ?
What is the name of that bird?,Comment se nomme cet oiseau ?
What is the name of that bird?,Comment se nomme cet oiseau ?
What is the name of that bird?,Quel est le nom de cet oiseau ?
What is the price of this cap?,Quel est le prix de cette casquette ?
What is there to be afraid of?,Qu'y a-t-il là d'effrayant ?
What is wrong with you people?,Qu'est-ce qui ne va pas chez vous ?
What is wrong with you people?,Qu'est-ce qui déconne chez vous ?
What is your favorite holiday?,Quel est votre jour de fête préféré ?
What is your favorite holiday?,Quel est ton jour de fête préféré ?
What keeps you awake at night?,Qu'est-ce qui te garde éveillé la nuit ?
What keeps you awake at night?,Qu'est-ce qui te garde éveillée la nuit ?
What kind of a person are you?,Quel genre de personne êtes-vous ?
What kind of a person are you?,Quel genre de personne es-tu ?
What kind of beer do you have?,Quel sorte de bières avez-vous ?
What kind of beer do you have?,Quel genre de bières as-tu ?
What kind of car do you drive?,Quelle sorte de voiture conduisez-vous ?
What kind of car do you drive?,Quelle sorte de voiture conduis-tu ?
What kind of meal did you eat?,Quelle sorte de repas as-tu mangé ?
What kind of meal did you eat?,Quelle sorte de repas avez-vous mangé ?
What kind of sports do you do?,Quelle sorte de sports pratiques-tu ?
What kind of sports do you do?,Quelle sorte de sports pratiquez-vous ?
What kind of wine do you have?,Quelle sorte de vin avez-vous ?
What kind of wine do you have?,Quelle sorte de vin as-tu ?
What kind of work will you do?,Quelle sorte de travail feras-tu ?
What kind of work will you do?,Quelle sorte de travail ferez-vous ?
What makes you think I'm rich?,Qu'est-ce qui te fait croire que je suis riche ?
What makes you think I'm rich?,Qu'est-ce qui vous fait croire que je suis riche ?
What precisely does that mean?,"Qu'est-ce que cela signifie, exactement ?"
What prompted you to move out?,Qu'est-ce qui t'a poussé à déménager ?
What should I do if Tom calls?,Que devrais-je faire si Tom appelle ?
What should I do to save time?,Que devrais-je faire pour économiser du temps ?
What should we concentrate on?,Sur quoi devrions-nous nous concentrer ?
What should we do if it rains?,Que devrions-nous faire s'il pleut ?
What sort of danger are we in?,Quelle sorte de péril encourons-nous ?
What subject do you like best?,Quel sujet préfères-tu ?
What subject do you like best?,Quel sujet préférez-vous ?
What time are you coming back?,A quelle heure rentres-tu ?
What time are you coming back?,Tu rentres quand ?
What time did the meeting end?,À quelle heure la réunion s'est-elle finie ?
What time do you go to school?,À quelle heure te rends-tu à l'école ?
What time does the exam start?,À quelle heure commence le test ?
What time does the game start?,À quelle heure commence le match ?
What time does the store open?,À quelle heure le magasin ouvre-t-il ?
What time does your class end?,À quelle heure finit votre cours ?
What time does your class end?,À quelle heure finit ton cours ?
What time is it by your clock?,Quelle heure indique votre montre?
What time is it by your watch?,Quelle heure est-il sur ta montre ?
What time is it by your watch?,Quelle heure est-il à ta montre ?
What time is it by your watch?,Quelle heure est-il à votre montre ?
What time is your appointment?,À quelle heure est ton rendez-vous ?
What time is your appointment?,À quelle heure est votre rendez-vous ?
What time is your first class?,À quelle heure est ton premier cours ?
What time shall I pick you up?,À quelle heure dois-je venir te chercher ?
What time shall I pick you up?,À quelle heure dois-je venir te prendre ?
What time shall I pick you up?,À quelle heure dois-je venir vous chercher ?
What time shall I pick you up?,À quelle heure dois-je venir vous prendre ?
What was it that you gave him?,Que lui as-tu donné ?
What was it that you gave him?,Que lui avez-vous donné ?
What was the young man's name?,Quelle était le nom du jeune homme ?
What we're doing is dangerous.,Ce que nous faisons est dangereux.
What we're doing is dangerous.,Ce que nous sommes en train de faire est dangereux.
What will become of the child?,Qu'adviendra-t-il de l'enfant ?
What will the neighbors think?,Que penseront les voisins ?
What will the weather be like?,Quel temps fera-t-il ?
What would you do differently?,Que ferais-tu différemment ?
What would you do in my place?,Qu'est-ce que tu ferais à ma place ?
What would you do in my place?,Qu'est-ce que vous feriez à ma place ?
What would you do in my place?,Que feriez-vous à ma place ?
What you did to Tom was cruel.,Ce que tu as fait à Tom était cruel.
What you did to Tom was cruel.,Ce que vous avez fait à Tom était cruel.
What you were taught is wrong.,Ce qu'on vous a enseigné est faux.
What'll you do tomorrow night?,Qu'est-ce que tu vas faire demain soir ?
What'll you do tomorrow night?,Qu'est-ce que vous ferez demain soir ?
What're you doing with my car?,Qu'est-ce que tu fais avec ma voiture ?
What're you doing with my car?,Que faites-vous avec ma voiture ?
What're you doing with my car?,Qu'êtes-vous en train de faire avec ma voiture ?
What's the best way to travel?,Quelle est la meilleure façon de voyager ?
What's the biggest difference?,Quelle est la plus grande différence ?
What's the climate there like?,Comment est le temps là-bas ?
What's the teacher explaining?,Qu'est-ce que le professeur est en train d'expliquer ?
What's the weather like today?,Quel temps fait-il aujourd'hui ?
What's the weather like today?,Quel temps fait-il aujourd'hui ?
What's with all the questions?,"C'est quoi, toutes ces questions ?"
What's wrong with being naked?,Quel est le problème à être nu ?
What's wrong with being naked?,Quel est le problème à être nue ?
What's wrong with you tonight?,Qu'est-ce qui ne va pas chez toi ce soir ?
What's your favorite sandwich?,Quel est ton sandwich préféré ?
What's your favorite sandwich?,Quel est votre sandwich préféré ?
What's your girlfriend's name?,Quel est le nom de ta petite amie ?
What's your home phone number?,Quel est votre numéro de téléphone fixe ?
When am I supposed to do that?,Quand suis-je supposé faire cela ?
When am I supposed to do that?,Quand suis-je censée faire cela ?
When did he say he would come?,Quand a-t-il dit qu'il viendrait ?
When did you arrive in Boston?,T'es arrivé quand à Boston ?
When did you arrive in Boston?,Quand es-tu arrivé à Boston ?
When did you arrive in Boston?,Quand êtes-vous arrivés à Boston ?
When did you arrive in Boston?,Quand es-tu arrivée à Boston ?
When did you arrive in Boston?,Quand êtes-vous arrivé à Boston ?
