English words/sentences,French words/sentences
This T-shirt is too small for me.,Ce T-shirt est trop petit pour moi.
This ball is that boy's treasure.,Ce ballon est le trésor de ce garçon.
This beach is dangerous at night.,Cette plage est dangereuse la nuit.
This bed is too hard to sleep on.,Ce lit est trop dur pour y dormir.
This blue sweater is very pretty.,Ce pull bleu est très beau.
This boat is no longer seaworthy.,Le bateau n'est plus en état de naviguer.
This book belongs to the library.,Ce livre appartient à la bibliothèque.
This book contains many pictures.,Ce livre contient de nombreuses images.
This book could be useful to you.,Ce livre pourrait t'être utile.
This book could be useful to you.,Ce livre pourrait vous être utile.
This book is easy for me to read.,C'est très facile pour moi de lire ce livre.
This book is hard for me to read.,Ce livre m'est d'une lecture difficile.
This book is worth reading again.,Ce livre vaut la peine d'être relu.
This book is worth reading twice.,Ce livre vaut la peine d'être relu.
This building has five elevators.,Cet immeuble a cinq ascenseurs.
This building is near completion.,Ce bâtiment est bientôt terminé.
This can't be what I think it is.,Ça ne peut pas être ce que je pense que c'est.
This can't be what it looks like.,Ça ne peut pas être ce que ça paraît.
This can't be what it looks like.,Ça ne peut pas être ce que ça semble.
This car has no air conditioning.,Cette voiture ne dispose pas d'air conditionné.
This car is bigger than that one.,Cette voiture-ci est plus grande que celle-là.
"This computer is yours, isn't it?","Cet ordinateur est le tien, n'est-ce pas ?"
This conversation never happened.,Cette conversation n'a jamais eu lieu.
This day will go down in history.,Ce jour entrera dans l'histoire.
This desk is a little low for me.,Ce bureau est un peu bas pour moi.
This desk takes up too much room.,Ce bureau prend trop de place.
This doll costs only sixty cents.,Cette poupée ne coûte que soixante centimes.
This doll is a gift from my aunt.,Cette poupée est un cadeau de ma tante.
This food does not agree with me.,Cette nourriture ne me convient pas.
This has nothing to do with that.,Ceci n'a rien à voir avec ça.
This hut is a very special place.,Cette cabane est un endroit très spécial.
This hut is a very special place.,Cette cabane est un lieu très particulier.
This ink stain will not wash out.,Cette tache d'encre ne veut pas s'en aller.
This is a rather unusual request.,C'est une demande plutôt inhabituelle.
"This is a real diamond, isn't it?","C'est un authentique diamant, n'est-ce pas ?"
This is a very interesting story.,C'est une histoire très intéressante.
This is all that is known so far.,C'est tout ce qu'on sait jusqu'à maintenant.
This is an exception to the rule.,C'est une exception à la règle.
This is how I solved the problem.,C'est ainsi que j'ai résolu le problème.
"This is kind of sudden, isn't it?","C'est en quelque sorte soudain, n'est-ce pas ?"
This is more expensive than that.,C'est plus cher que ça.
This is my letter of resignation.,Ceci est ma lettre de démission.
This is probably the wrong place.,C'est probablement le mauvais endroit.
This is the house he was born in.,C'est la maison où il est né.
This is the letter for my friend.,C'est la lettre pour mon ami.
This is the reason why he did it.,C'est la raison pour laquelle il le fit.
This is the very book you wanted.,C'est précisément le livre que vous vouliez.
This is the very book you wanted.,C'est exactement le livre que tu voulais.
This is what I found in the cave.,C'est ce que j'ai trouvé dans la grotte.
This isn't everyone's cup of tea.,Ce n'est pas du goût de tout le monde.
This isn't exactly what I wanted.,Ce n'est pas exactement ce que je voulais.
This isn't the time or the place.,"Ce n'est ni le moment, ni l'endroit."
This isn't where I parked my car.,Ce n'est pas là que j'ai garé ma voiture.
This key doesn't fit in the lock.,Cette clef ne rentre pas dans la serrure.
This knife was very useful to me.,Ce couteau m'a beaucoup servi.
This lawn mower runs on gasoline.,Cette tondeuse à gazon fonctionne à l'essence.
This letter is wrongly addressed.,Cette lettre porte une mauvaise adresse.
This milk will keep for two days.,Ce lait peut se garder deux jours.
This offer is good for five days.,Cette offre est valable cinq jours.
This offer is good for five days.,Cette offre vaut pour cinq jours.
This packaging is hard to remove.,Cet emballage est difficile à retirer.
This painting isn't complete yet.,Ce tableau n'est pas encore terminé.
This plant grew little by little.,Cette plante a poussé petit à petit.
This problem is worth discussing.,Ce problème est digne d'être discuté.
This problem is worth discussing.,Ce problème vaut le coup d'être discuté.
This restaurant is badly managed.,Ce restaurant est mal géré.
This sentence doesn't make sense.,Cette phrase n'a pas de sens.
This sentence doesn't make sense.,Cette peine n'a pas de sens.
This shop carries men's clothing.,Ce magasin propose des vêtements pour homme.
This shop is a rental video shop.,Ce magasin est un magasin de location de vidéo.
This should be clear to everyone.,Ça devrait être clair pour tout le monde.
This story has an unhappy ending.,Cette histoire se termine mal.
This sword has a strange history.,Cette épée a une étrange histoire.
This textbook is too hard for me.,Ce manuel scolaire est trop dur pour moi.
This train stops at all stations.,Ce train s'arrête à toutes les stations.
This tree is about 300 years old.,Cet arbre a environ 300 ans.
This tree is older than that car.,Cet arbre est plus vieux que cette voiture.
This tree is three meters around.,Cet arbre a une circonférence de trois mètres.
This will be a great opportunity.,Ce sera une excellente occasion.
Those men are armed to the teeth.,Ces hommes sont armés jusqu'aux dents.
Three beers and a tequila please.,Trois bières et une tequila s'il vous plaît !
Three beers and a tequila please.,Trois bières et une téquila s'il vous plaît !
"To put it bluntly, he's mistaken.","Pour le dire brutalement, il se trompe."
"To tell the truth, I don't agree.","À vrai dire, je ne suis pas d'accord."
"To tell the truth, I felt lonely.","À dire vrai, je me sentais seul."
"To tell the truth, I felt lonely.","En vérité, je me sentais seule."
Tom accused Mary of being a liar.,Tom a accusé Mary d'être une menteuse.
Tom admired Mary for her bravery.,Tom admirait Marie pour son courage.
Tom also likes to play the flute.,Tom aime aussi jouer de la flûte.
Tom always gets up at six-thirty.,Tom se lève toujours à six heures et demie.
Tom and I have nothing in common.,Tom et moi n'avons rien en commun.
Tom and I've just gotten married.,Tom et moi venons de nous marier.
Tom and John are brothers-in-law.,Tom et John sont beaux-frères.
Tom and Mary are both professors.,Tom et Mary sont tous les deux professeurs.
Tom and Mary are looking for you.,Tom et Marie sont en train de te chercher.
Tom and Mary are looking for you.,Tom et Marie sont en train de vous chercher.
Tom and Mary are older than John.,Tom et Mary sont plus vieux que John.
Tom and Mary are the same height.,Tom et Marie font la même taille.
Tom and Mary both work full time.,Tom et Marie travaillent tous les deux à temps plein.
Tom and Mary can't both be right.,Tom et Marie ne peuvent pas avoir raison tous les deux.
Tom and Mary seem happy together.,Tom et Marie ont l'air heureux ensemble.
Tom and Mary value their privacy.,Tom et Mary donnent de la valeur à leur vie privée.
Tom and Mary won't go without me.,Tom et Mary n'iront pas sans moi.
Tom asked Mary several questions.,Tom posa plusieurs questions à Mary.
Tom asked Mary several questions.,Tom a posé plusieurs questions à Mary.
Tom asked Mary where the dog was.,Tom a demandé à Mary où était le chien.
Tom asked me what the matter was.,Tom m'a demandé quel était le problème.
Tom borrowed a car from a friend.,Tom a emprunté une voiture d'un ami.
Tom bought a bottle of olive oil.,Thomas a acheté une bouteille d'huile d'olive.
Tom bought a camera and a tripod.,Tom acheta un appareil de photo et un trépied.
Tom bought some land near Boston.,Tom a acheté un terrain près de Boston.
Tom called Mary before breakfast.,Tom appela Marie avant le petit-déjeuner.
Tom came out of his hiding place.,Tom est sorti de sa cachette.
"Tom can play the guitar, I think.","Tom sait jouer de la guitare, je pense."
Tom can ski just as well as Mary.,Tom peut skier tout aussi bien que Mary.
Tom can't do anything about that.,Tom ne peut rien y faire.
Tom can't do anything about that.,Tom ne peut rien faire à cela.
Tom can't give you an answer now.,Tom ne peut pas vous donner une réponse maintenant.
Tom can't give you an answer now.,Tom ne peut pas te donner une réponse maintenant.
Tom can't sleep without a pillow.,Tom n’arrive pas à dormir sans oreiller.
Tom can't take his eyes off Mary.,Tom ne peut pas cesser de contempler Marie.
Tom carried the suitcases for me.,Tom a porté les valises pour moi.
Tom could have told me the truth.,Tom aurait pu me dire la vérité.
Tom could hear the phone ringing.,Tom pouvait entendre le téléphone sonner.
Tom could tell Mary wasn't happy.,Tom voyait bien que Marie n'était pas heureuse.
Tom couldn't help but feel happy.,Tom ne pouvait s'empêcher de se sentir heureux.
Tom couldn't walk without a cane.,Tom ne pouvait pas marcher sans canne.
Tom crossed the border illegally.,Tom a traversé la frontière illégalement.
Tom decided not to smoke anymore.,Tom a décidé de ne plus fumer.
